Property Id,Property Name,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh)
6690542,Stellar - 604 West 162nd Street,1-02137-0029,1063355,604 West 162nd Street,New York,10032,20,50,129.5,137.4,105.1,3911463.9,4148988.3,5.6,170.5,177.9,138.3,5149523.7,5374676.6,595706.7,174591.6,170530.7,174591.6
4946278,AKAM - 2250 Broadway,1-01228-7501,1070992,2250 Broadway,New York,10024,28,50,77.8,81.5,66.0,11657203.4,12212753.1,10.9,146.9,150.8,124.6,22016601.0,22599928.2,5586592.8,1637336.5,1637336.5,1637337.0
6667544,AKAM - 144 East 36th Street,1-00891-0059,1018922,144 East 36th Street,New York,10016,80,50,73.9,80.8,92.7,2917397.8,3190538.7,3.4,96.0,102.6,120.4,3791232.9,4051830.7,470493.8,137893.8,135384.7,137893.8
2694305,DEPM 2318 - 375 Riverside Dr,1-01893-0035,1057313,375 Riverside Drive,New York,10025,78,50,66.0,70.3,81.5,9949919.7,10586444.9,3.2,88.9,92.9,109.7,13397766.3,14001753.7,1685914.7,494113.3,483333.8,494113.3
21294045,AKAM - 212 East 48th Street,1-01321-0042,1037995,212 East 48th Street,New York,10017,66,50,76.4,83.1,85.4,3939959.0,4284412.7,4.1,105.5,111.8,118.0,5443578.6,5765760.9,746641.0,218827.9,212213.6,218827.9
4952433,AKAM - 166 East 63rd Street,1-01397-7503,1042051,166 East 63rd Street,New York,10065,67,50,70.2,75.6,79.4,12900603.6,13888650.7,5.4,105.2,109.2,119.0,19343735.8,20082512.3,3522178.0,1032291.2,989859.5,1032291.0
2677035,Stellar - 884-90 2nd Avenue,1-01340-0001,1038905,884-90 2nd Avenue,New York,10022,11,50,104.8,104.2,76.7,32822716.8,32628894.2,6.7,151.2,149.4,110.6,47345669.3,46802965.9,7361038.1,2157396.6,2100590.4,2157397.0
4946172,AKAM - 200 East 36th Street,1-00916-0061,1020201,200 East 36th Street,New York,10016,77,50,60.9,65.2,75.0,7606451.9,8134308.4,5.0,100.9,105.3,124.2,12589635.9,13146858.3,2178524.9,638489.1,624208.8,638489.1
4952360,AKAM - 317-321 East 50th Street,1-01343-7501,1039641,317-321 East 50th Street,New York,10022,78,50,71.7,78.2,88.0,7185943.2,7834664.7,3.2,95.1,101.3,116.7,9522777.5,10142348.3,1130021.2,331190.2,320875.9,331190.3
3108512,DEPM 1632 - 733 Park Ave,1-01405-0072,1042760,733 Park Avenue,New York,10021,66,50,70.9,75.2,79.6,8700779.0,9221161.2,8.2,123.9,127.8,139.0,15203335.4,15686824.8,3467152.8,1016164.2,1005628.0,1016164.0
4952438,AKAM - 157 East 74th Street,1-01409-7501,1082906,157 East 74th Street,New York,10021,6,50,108.1,113.3,63.3,6338277.6,6645553.7,13.3,192.7,198.2,112.8,11298303.9,11620943.8,2653207.1,777610.4,777610.4,777610.5
10894234,Progressive - 2930 West 30th Street,3-07050-0001,3321834,2930 West 30th Street,Brooklyn,11224,57,50,99.8,108.1,104.7,36394361.1,39396845.3,4.7,134.1,141.3,140.7,48879040.2,51510963.1,6094263.4,1786126.2,1698923.8,1786126.0
10894151,Progressive - 148-19 90th Avenue,4-09681-0091,4617758,148-19 90th Avenue,Queens,11435,87,50,56.7,58.3,77.0,3766345.6,3873492.8,5.4,92.0,93.4,125.1,6117392.8,6209969.5,1235845.7,362205.6,358868.1,362205.6
5764076,DEPM 1018 - 10 Madison Square West,1-00826-7501,1015602,10 Madison Square West,New York,10010,52,50,44.4,44.4,45.2,15345761.9,15345761.9,13.0,124.1,124.1,126.3,42920113.3,42920113.3,15318321.9,4489542.8,4489542.8,4489543.0
2672675,DEPM 2020 - 83-85 Woodhaven Blvd,4-03907-0975,4435192;4435191;4435193,83-85 Woodhaven Boulevard,Queens,11421,54,50,104.1,108.8,106.9,24720040.3,25835922.4,5.2,140.6,144.9,144.4,33405888.4,34427726.1,4267718.3,1250796.5,1225702.2,1250797.0
2681980,DEPM 1880 - 235 East 57th St,1-01331-0017,1038598,235 East 57th Street,New York,10022,8,50,129.8,138.2,91.6,6488361.3,6912387.2,12.4,225.1,233.2,158.9,11253668.4,11660797.7,2179589.2,638801.0,620173.8,638801.1
2750488,AKAM - 365 Bridge Street,3-02058-7501,3392184,365 Bridge Street,Brooklyn,11201,17,50,93.4,96.8,72.7,34259637.8,35516106.7,10.5,161.9,164.2,126.0,59385938.4,60245983.2,13379039.2,3921171.6,3844258.7,3921172.0
2666655,SW - 196-204 7th Ave,1-00771-0046,1014076,196-204 7th Avenue,New York,10011,79,50,72.8,76.5,93.0,5563537.5,5852225.6,5.0,106.6,109.9,136.3,8152293.6,8404990.8,1320331.0,386966.8,378521.8,386966.9
2672580,DEPM 1418 - 125 East 63rd St,1-01398-0010,1042091,125 East 63rd Street,New York,10065,81,50,48.1,52.3,61.3,3082087.3,3353073.8,4.7,83.9,88.5,106.9,5376073.3,5671438.0,1049464.9,307580.5,301956.7,307580.6
2665536,Stellar - 119-21 West 23rd Street,1-00799-0028,1014952,119-21 West 23rd Street,New York,10011,77,50,71.6,77.7,107.1,7072087.3,7676605.1,7.5,118.0,124.2,176.5,11655452.9,12266015.9,2520925.0,738840.8,738840.8,738840.9
4940491,ZARA - 87-50 167 Street,4-09838-0062,4210455,87-50 167 Street,Jamaica,11432,4,50,118.0,117.1,76.8,14619516.5,14511902.0,9.6,182.1,180.2,118.6,22568395.9,22324071.1,4124516.3,1208826.4,1186831.9,1208827.0
4945824,AKAM - 333 East 69th Street,1-01444-0015,1044820,333 East 69th Street,New York,10021,82,50,53.9,53.6,68.7,9364605.6,9304332.2,5.4,89.4,88.4,113.8,15520904.4,15352138.9,3250324.9,952615.6,934950.5,952615.7
4940504,ZARA - 88-15 168 Street,4-09819-0003,4210100,88-15 168 Street,Jamaica,11432,66,50,90.4,94.0,101.4,11655266.6,12122550.6,4.5,122.3,125.5,137.2,15770696.0,16183849.9,2018666.4,591637.2,578658.7,591637.3
10894227,Progressive - 2040-2060 White Plains Road,2-04284-7501,2114768,2040-2060 White Plains Road,Bronx,10462,31,50,80.0,84.1,70.8,10967739.4,11529010.8,6.9,126.2,129.3,111.7,17300513.9,17734433.3,3305364.3,968746.8,942718.3,968746.9
2666538,SW - 139-55 35th,4-04994-0078,4112965,139-55 35th Avenue,Queens,11354,32,50,117.4,126.5,104.8,7472364.3,8053139.0,4.7,152.1,160.9,135.7,9680185.5,10240223.9,1048116.0,307185.2,298849.0,307185.2
6669102,AKAM - 205 East 59th Street,1-01414-7502,1087103,205 East 59th Street,New York,10022,9,50,90.9,96.0,62.9,10717619.8,11320595.6,13.5,176.0,181.4,121.8,20760978.5,21394103.2,5432844.4,1592275.4,1592275.4,1592276.0
2673415,DEPM 1184 - 203 East 72nd St,1-01427-0001,1085194,203 East 72nd Street,New York,10021,4,50,120.3,122.8,78.4,24835770.3,25351556.4,9.0,180.2,181.9,117.4,37191340.9,37540151.0,6407141.0,1877825.4,1847602.3,1877826.0
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
6690541,Stellar - 1071 St. Nicholas Avenue,1-02122-0116,1062937,1071 St. Nicholas Avenue,New York,10032,17,50,117.9,127.4,93.5,3819533.0,4128403.5,4.9,153.2,163.2,121.4,4962503.1,5286817.2,543996.3,159436.2,159436.2,159436.2
4952381,AKAM - 400 East 54th Street,1-01365-7502,1076281,400 East 54th Street,New York,10022,60,50,76.6,82.6,82.5,18694328.2,20154447.6,4.9,119.8,125.9,129.1,29235003.8,30710837.6,4256706.6,1247569.2,1196201.1,1247569.0
6667524,AKAM - 68 Bradhurst Avenue,1-02045-7501,1087463,68 Bradhurst Avenue,New York,10039,65,50,63.0,64.9,70.1,15277811.2,15727042.0,9.1,122.4,122.8,136.1,29656732.9,29754873.8,7780017.8,2280192.5,2217631.6,2280193.0
21309613,Progressive - Campus - 7-15 Albany Street,3-01859-0006;3-01859-0010,3053686;3053687,7 Albany Avenue / 15 Albany Avenue,Brooklyn,11216,35,50,97.7,105.3,88.9,7316135.0,7882983.9,4.2,128.3,135.4,116.7,9603678.3,10139687.6,1098135.2,321845.0,311933.4,321845.0
4952611,AKAM - 885 West End Avenue,1-01890-0053,1057197,885 West End Avenue,New York,10025,86,50,70.2,76.3,94.8,7445224.3,8091942.9,3.6,95.8,101.6,129.3,10152201.0,10774878.2,1334123.2,391009.1,381567.2,391009.1
6198005,1613 REALTY LTD,2-02745-0046,2006069,1135 HOE AVENUE,BRONX,10459,89,50,90.4,89.9,126.7,2281999.6,2269436.3,3.6,117.1,115.7,164.2,2958138.2,2922961.2,321165.0,94128.1,90446.0,94128.1
3108432,DEPM 1536 - 950 Park Ave,1-01493-0037,1046671,950 Park Avenue,New York,10028,96,50,69.9,74.8,113.1,7253194.5,7760770.0,5.0,102.3,106.2,165.5,10617501.5,11020583.5,1836386.3,538214.0,520273.8,538214.0
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
20662116,DEPM 1932 - 244 Madison Avenue,1-00867-0057,1017221,244 Madison Avenue,New York,10016,69,50,73.2,78.7,83.9,10449582.3,11236082.9,6.6,118.0,122.2,135.3,16856379.2,17452463.9,3362467.3,985482.7,947006.6,985482.8
20476091,Carroll Gardens Landmark Condominium,3-00345-7501,3004582,360 Court Street,Brooklyn,11231,66,50,39.2,39.7,43.9,1065897.7,1078429.1,11.3,107.8,109.0,120.7,2927638.7,2961717.1,1033397.7,302871.5,306375.2,302871.6
2704614,AKAM - 111 Fourth Avenue,1-00556-0044,1008977,111 Fourth Avenue,New York,10003,31,50,85.0,86.7,75.3,14451255.4,14737780.8,7.4,133.4,135.1,118.2,22672567.3,22973419.0,4284999.5,1255861.4,1255861.4,1255862.0
4951990,AKAM - 350 West 53rd Street,1-01043-7503,1025247;1025248,350 West 53rd Street,New York,10019,7,50,99.5,104.3,68.8,5234461.7,5485295.6,12.6,179.4,184.4,124.0,9438465.5,9701841.0,2252731.8,660237.8,660237.8,660237.9
6410196,2044 Webster Ave,2030290015,2011117,2044 Webster Avenue,Bronx,10457,34,50,254.4,257.7,218.3,16538814.4,16751637.0,56.0,606.3,604.8,520.2,39409748.4,39309770.2,12596567.6,3691842.3,3637673.5,3691843.0
4952006,AKAM - 333 West 57th Street,1-01048-7504,1082450,333 West 57th Street,New York,10019,84,50,53.7,57.8,71.6,10961901.6,11815427.2,4.1,81.2,84.9,108.4,16597368.9,17348784.8,2907069.8,852013.3,827765.1,852013.4
4952816,AKAM - 473 West End Avenue,1-01245-0025,1033803,473 West End Avenue,New York,10024,98,50,57.3,62.6,99.0,5757973.2,6282789.2,3.5,79.8,84.8,137.8,8014706.5,8514625.8,1225681.4,359226.6,354277.3,359226.7
6292407,ZARA - 89-21 153 LLC,4-09755-0001,4208828,89-21 153rd Street,Queens,11432,91,50,82.2,86.0,119.1,3401395.1,3558229.0,3.8,109.2,112.7,158.3,4520831.7,4666111.3,542495.3,158996.3,155747.9,158996.3
2665547,Stellar - 1655 Undercliff Avenue,2-02880-0115,2009182,1655 Undercliff Avenue,Bronx,10453,18,50,115.2,122.5,92.2,18192031.3,19332653.6,4.2,146.7,153.4,117.3,23162343.4,24217276.2,2320406.0,680072.0,656169.7,680072.1
2704584,DEPM 1470 - 333 East 43rd St,1-01336-0015,1038666,333 East 43rd Street,New York,10017,70,50,85.9,93.4,99.0,12805840.6,13917122.0,5.4,120.7,127.5,139.0,17978829.5,19004617.1,2812224.1,824215.6,808397.9,824215.7
2704721,DEPM 2432-2 - 1019 Van Siclen,3-04414-7501,3348808;3348810;3335422;3335427;3335566;3348806;3348811;3335565;3348805;3348807;3348809;3348812;3348813;3348814;3324259;3324260;3324261;3324262;3324263;3341608;3348507;3324265;3324266;3324270;3324273;3341452;3341496;3341497;3341500;3341454;3341503;3341505;3341501;3341495;3341504;3341453;3341498;3341499;3341502,1019 Van Siclen Avenue,Brooklyn,11207,4,50,193.6,205.3,124.8,86176410.3,91400224.5,0.8,207.9,220.2,134.1,92576817.5,98061822.3,1195192.3,350290.8,350290.8,350290.8
4952816,AKAM - 473 West End Avenue,1-01245-0025,1033803,473 West End Avenue,New York,10024,98,50,57.3,62.6,99.0,5757973.2,6282789.2,3.5,79.8,84.8,137.8,8014706.5,8514625.8,1225681.4,359226.6,354277.3,359226.7
11985533,DEPM 1390 - 34-22 35th Street,4-00642-0036,4618091,34-22 35th Street,Queens,11106,53,50,63.9,64.9,65.1,2849150.7,2892988.0,13.7,149.0,150.1,151.9,6642492.8,6688522.0,2086219.8,611436.0,611436.0,611436.0
3111724,DEPM 2820 - 408 East 79th St,1-01473-7504,1046037,408 East 79th Street,New York,10075,22,50,75.7,77.5,62.3,8506125.8,8708830.0,9.9,139.4,140.7,114.8,15667672.0,15819174.3,3849279.9,1128159.3,1117886.8,1128159.0
4952513,AKAM - 300 East 71st Street,1-01445-7501,1044853,300 East 71st Street,New York,10021,55,50,65.9,70.5,68.5,22417791.5,23977917.2,5.8,103.2,106.8,107.4,35132760.2,36333508.5,6964217.6,2041095.2,1979517.4,2041095.0
5876479,DEPM 2548 - 61 Jane Street,1-00626-0012,1011645,61 Jane Street,New York,10014,89,50,65.9,70.6,91.5,17635955.4,18889318.2,4.3,95.9,99.7,133.0,25646430.8,26678950.5,4073530.1,1193883.2,1146401.9,1193883.0
3113806,DEPM 2360 - 27 East 65th St,1-01380-0023,1041128,27 East 65th Street,New York,10065,17,50,78.9,77.9,62.2,12065851.9,11901313.6,5.4,123.4,121.4,97.2,18866992.7,18562237.5,2867795.4,840502.7,820900.5,840502.8
4940494,ZARA - 89-11 153 Street,4-09755-0006,4208829,89-11 153 Street,Jamaica,11432,54,50,81.7,85.4,83.9,7639482.8,7982475.4,4.1,110.9,114.3,113.8,10364151.5,10681219.6,1338682.6,392345.4,385131.5,392345.4
10894244,Progressive - 1291-1295 Sheridan Avenue,2-02831-0032,2007978,1291-1295 Sheridan Avenue,Bronx,10456,65,50,84.1,89.2,93.6,3500495.4,3713664.4,5.9,124.4,128.9,138.3,5175573.8,5361997.2,857173.5,251223.2,244958.9,251223.2
11878621,AKAM - 230 Central Park West,1-01197-0029,1031232,230 Central Park West,New York,10024,77,50,68.9,73.3,84.5,10773412.0,11453888.5,5.7,107.4,111.0,131.7,16794384.5,17360233.4,3132743.9,918154.6,893259.1,918154.7
2790612,The New Yorker,1-01512-7502,1047653,"1474 Third Avenue, 1474-1478 Third Avenue",New York,10028,53,50,83.8,82.8,86.0,5594118.0,5529110.9,6.7,129.8,127.1,133.1,8663361.9,8481421.4,1594021.7,467181.0,448141.8,467181.0
15568359,AKAM WVH - 352 West 11th Street,1-00637-0066,1078328;1078329;1078330;1078331;1078332,352 West 11th Street,New York,10014,94,50,33.5,35.2,51.3,2003668.7,2106509.8,10.3,93.8,98.6,143.7,5610272.2,5898227.3,2003668.7,587241.6,617382.6,587241.7
4951949,AKAM - 155 East 38th Street,1-00894-7502,1019272,155 East 38th Street,New York,10016,12,50,89.9,95.0,66.7,14792428.4,15619120.7,9.6,161.5,166.3,119.8,26556078.2,27351104.1,5513337.6,1615866.6,1579249.7,1615867.0
20629697,58 Gerry Street,3022697501,3426439,58 GERRY STREET,BROOKLYN,11206,100,50,21.6,21.6,47.6,1495737.9,1495737.9,6.3,60.5,60.5,133.2,4188066.1,4188066.1,1495737.9,438375.6,438375.6,438375.7
6690543,Stellar - 395 East 151st Street,2-02398-0027,2001666,395 East 151st Street,Bronx,10455,3,50,127.0,134.1,81.0,4617202.0,4875422.8,8.9,188.1,194.1,120.1,6840168.7,7056067.5,1138346.6,333630.3,324380.0,333630.3
10894227,Progressive - 2040-2060 White Plains Road,2-04284-7501,2114768,2040-2060 White Plains Road,Bronx,10462,31,50,80.0,84.1,70.8,10967739.4,11529010.8,6.9,126.2,129.3,111.7,17300513.9,17734433.3,3305364.3,968746.8,942718.3,968746.9
11985435,DEPM 1830 - 160 Leroy Street,1-00601-7503,1090584,160 Leroy Street,New York,10014,52,50,72.1,75.8,73.4,13472502.0,14169687.8,11.3,142.8,146.8,145.6,26706446.9,27438492.0,7177325.6,2103553.6,2103553.6,2103554.0
2679722,DEPM 7540 - 150 Nassau St,1-00100-7501,1087756,150 Nassau Street,New York,10038,2,50,98.2,98.7,57.7,15024865.1,15101334.0,15.3,199.1,199.6,117.0,30443678.3,30523970.7,8007821.9,2346958.1,2346958.1,2346958.0
15568375,AKAM - 24-16 Queens Plaza South,4-00424-7501,4005063,24-16 Queens Plaza South,Queens,11101,74,50,37.2,38.9,44.3,4114379.8,4305573.0,11.2,102.9,107.7,122.5,11379485.2,11914825.9,4033935.1,1182278.6,1238314.1,1182279.0
2674051,DEPM 1676 - 30 Beekman Pl,1-01362-0038,1040113,30 Beekman Place,New York,10022,89,50,54.3,54.3,76.5,3869456.9,3862607.0,3.0,73.2,72.9,103.2,5214275.5,5193762.9,728610.7,213543.6,211312.7,213543.6
2665761,DEPM 2462 - 16 Sutton Pl,1-01369-0026,1040544,16 Sutton Place,New York,10022,92,50,47.4,51.5,69.5,6156523.8,6697257.4,3.9,78.3,82.9,114.9,10178559.6,10779328.8,1749673.6,512799.9,503668.5,512800.0
6690538,Stellar - 547 West 142nd Street,1-02074-0001,1061843,547 West 142nd Street,New York,10031,1,50,149.9,159.0,78.4,6641912.9,7044404.9,11.4,226.8,234.8,118.6,10044883.2,10401484.1,1754785.5,514298.2,503242.1,514298.2
11985530,DEPM 1042 - 130 Jane Street,1-00641-0010,1012075,130 Jane Street,New York,10014,92,50,45.7,46.6,66.7,2324612.0,2369017.3,6.3,83.9,86.4,122.4,4264480.3,4388815.1,1042078.7,305415.8,318430.2,305415.8
2665592,Stellar - 801-11 Neill Ave,2-04290-0008,2048807,801-11 Neill Avenue,Bronx,10462,59,50,85.7,94.0,91.1,21624599.0,23713171.5,4.2,116.6,123.9,124.0,29441068.2,31284608.5,3848708.1,1127991.7,1069465.4,1127992.0
4952805,AKAM - 310 Lexington Avenue,1-00893-0020,1019089,310 Lexington Avenue,New York,10016,94,50,51.9,55.1,79.0,6070604.1,6437514.0,4.8,83.1,84.8,126.4,9710196.8,9919300.9,1995599.1,584876.6,558422.8,584876.6
2672580,DEPM 1418 - 125 East 63rd St,1-01398-0010,1042091,125 East 63rd Street,New York,10065,81,50,48.1,52.3,61.3,3082087.3,3353073.8,4.7,83.9,88.5,106.9,5376073.3,5671438.0,1049464.9,307580.5,301956.7,307580.6
15568366,AKAM - 2790 Broadway,1-01879-0062,1079476,2790 Broadway,New York,10025,48,50,118.4,125.3,117.2,4420271.5,4679991.2,7.0,164.7,170.6,163.0,6149077.8,6369376.1,919931.2,269616.4,262736.5,269616.4
4413237,DEPM 1866 - 1056 Fifth Avenue,1-01498-0069,1046861,1056 Fifth Avenue,New York,10028,75,50,56.5,60.2,67.6,9177909.2,9776191.4,4.2,84.5,88.3,101.0,13709773.3,14337969.7,2327410.7,682125.0,682125.0,682125.0
10894221,Progressive - 228-238 Nagle Avenue,1-02218-0035,1087447,228-238 Nagle Avenue,New York,10034,47,50,118.1,122.3,115.5,12344869.5,12779961.1,7.0,166.9,169.9,163.2,17443519.1,17760439.8,2560803.5,750528.5,727094.3,750528.6
6629477,Rocklyn: 92-70 220th St,4107040020,4229342,92-70 220th St,Queens,11428,94,50,40.3,42.8,83.5,3617708.0,3838355.5,1.6,51.8,54.4,107.3,4646307.5,4877987.5,484408.1,141971.9,141971.9,141971.9
2740668,1380 Riverside Drive,1-02179-0005,1064332,"1380 Riverside Drive, 1384 Riverside Drive",New York,10033,68,50,77.7,81.5,88.2,11669067.0,12240409.1,3.3,99.2,102.4,112.6,14891790.7,15376818.7,1722764.1,504913.2,489845.2,504913.3
6667529,AKAM - 350 East 30th Street,1-00935-7501,1020634,350 East 30th Street,New York,10016,86,50,67.6,72.2,90.7,8587089.4,9176444.7,3.4,92.0,96.1,123.5,11693332.3,12202829.2,1529650.6,448314.9,430005.3,448314.9
7055942,Stonehenge - 23-01 42nd Road,4-00425-0001,4617250,23-01 42nd Road,New York,11101,99,50,44.2,47.2,85.4,17279685.9,18451516.2,2.8,63.8,66.4,123.3,24949258.1,25956104.4,3888907.4,1139773.4,1102329.9,1139774.0
2667225,SW - 27-10 30th Ave,4-00576-0036,4006916,27-10 30th Avenue,Queens,11102,61,50,97.1,103.8,104.7,4484619.5,4795053.3,4.7,131.5,137.4,141.7,6072257.3,6342421.6,779089.6,228338.1,218994.4,228338.1
5876481,DEPM 2596 - 25 Sutton Place South,1-01371-0038,1040722,25 Sutton Place South,New York,10022,88,50,53.3,56.8,73.9,29218062.4,31163431.7,4.3,82.6,85.2,114.6,45318441.0,46722795.8,8365414.5,2451762.5,2344865.3,2451763.0
20662113,DEPM 1202 - 111 Varick Street,1-00578-0071,1090671,111 Varick Street,New York,10013,97,50,26.7,26.7,44.6,3266964.3,3266964.3,6.5,66.7,66.7,111.5,8173685.1,8173685.1,2710498.6,794401.6,794401.6,794401.7
2704882,DEPM 2218 - 142-05 Roosevelt Ave,4-05020-0001,4113585,142-05 Roosevelt Avenue,Queens,11354,61,50,104.6,110.3,112.4,18383935.0,19379856.1,5.2,142.3,146.8,152.9,25003462.5,25782919.7,3257331.9,954669.2,910077.1,954669.4
2679801,AKAM - 505 Court Street,3-00476-7501,3397571;3008141,505 Court Street,Brooklyn,11231,40,50,93.7,102.4,88.2,13943287.9,15243646.6,5.8,134.3,142.2,126.4,19985981.1,21160514.0,3054587.9,895248.4,863286.6,895248.5
6671393,Renaissance Realty - 519 Lincoln Place,3011780069,3029608,519 Lincoln Place,Brooklyn,11238,4,50,167.1,180.5,108.9,4751279.4,5132428.0,5.4,207.9,221.6,135.6,5914096.3,6303307.2,528715.9,154957.8,153116.4,154957.8
20408380,812 Amsterdam LLC : 814 AMSTERDAM AVENUE,1018717503,1056462,814 AMSTERDAM AVENUE,NEW YORK,10025,100,50,17.7,17.7,53.6,991955.7,991955.7,2.5,33.6,33.6,102.0,1885899.1,1885899.1,482483.2,141407.7,141407.7,141407.7
4952750,AKAM - 212-03 75th Avenue,4-07732-0150,4444452;4444455;4453069;4453070;4453071;4444454;4444456;4444453,212-03 75th Avenue,Queens,11364,76,50,72.1,77.7,87.4,17556436.0,18923955.3,3.4,96.7,102.0,117.2,23544927.9,24838121.1,2920382.9,855915.2,832016.0,855915.3
2704721,DEPM 2432-2 - 1019 Van Siclen,3-04414-7501,3348808;3348810;3335422;3335427;3335566;3348806;3348811;3335565;3348805;3348807;3348809;3348812;3348813;3348814;3324259;3324260;3324261;3324262;3324263;3341608;3348507;3324265;3324266;3324270;3324273;3341452;3341496;3341497;3341500;3341454;3341503;3341505;3341501;3341495;3341504;3341453;3341498;3341499;3341502,1019 Van Siclen Avenue,Brooklyn,11207,4,50,193.6,205.3,124.8,86176410.3,91400224.5,0.8,207.9,220.2,134.1,92576817.5,98061822.3,1195192.3,350290.8,350290.8,350290.8
5864835,AKAM - 4-74 48th Avenue,4-00018-0001,4000019,4-74 48th Avenue,Queens,11109,82,50,71.1,74.7,91.4,41015746.2,43095499.9,6.1,112.0,114.9,144.0,64583860.3,66255174.1,12295615.3,3603638.3,3517818.9,3603639.0
4952692,AKAM - 78-10 34th Avenue,4-01265-0001,4029132,78-10 34th Avenue,Queens,11372,72,50,68.0,74.4,79.3,5153689.3,5643344.6,2.6,87.6,93.9,102.3,6645104.6,7119072.5,704989.1,206620.5,199892.9,206620.5
15569106,DEPM 1348 - 25 Broad Street,1-00025-7502,1000824,25 Broad Street,New York,10004,42,50,59.3,60.0,56.4,25696797.2,26016688.9,9.0,120.7,120.6,114.7,52306801.8,52257671.9,13554951.9,3972728.7,3893083.5,3972729.0
11985435,DEPM 1830 - 160 Leroy Street,1-00601-7503,1090584,160 Leroy Street,New York,10014,52,50,72.1,75.8,73.4,13472502.0,14169687.8,11.3,142.8,146.8,145.6,26706446.9,27438492.0,7177325.6,2103553.6,2103553.6,2103554.0
2668380,SW - 342 East 67th St,1-01441-0031,1044745,342 East 67th Street,New York,10021,60,50,66.6,70.7,71.6,4223329.0,4482087.5,5.3,102.9,106.0,110.7,6522380.1,6719671.1,1193076.9,349670.8,337209.7,349670.8
21294056,AKAM - 250 West 88th Street,1-01235-7501,1033227,250 West 88th Street,New York,10024,48,50,80.3,85.2,79.4,5302470.5,5623666.4,7.6,130.6,134.8,129.1,8623476.5,8897050.1,1746218.6,511787.3,501122.1,511787.4
3109191,DEPM 1624 - 812 Park Ave,1-01389-0038,1041660,812 Park Avenue,New York,10021,44,50,74.7,80.3,72.1,11971514.9,12868100.2,6.0,122.4,129.1,118.0,19598832.0,20677461.0,3296865.9,966256.0,966256.0,966256.1
4952037,AKAM - 35 West 92nd Street,1-01206-0017,1031635,35 West 92nd Street,New York,10025,80,50,68.1,74.4,85.7,7196583.0,7855435.2,3.2,91.6,97.5,115.2,9677802.2,10296865.5,1212222.9,355282.2,343101.4,355282.2
2668287,SW - 33-24 Parsons Blvd,4-04981-0050,4112563,33-24 Parsons Boulevard,Queens,11354,68,50,76.1,80.3,86.0,8191946.2,8643799.0,4.3,106.6,110.0,120.6,11483191.4,11849229.1,1646656.0,482607.2,464451.5,482607.3
2704793,DEPM 2760 - 555 West 59th St,1-01151-7503,1087704,555 West 59th Street,New York,10019,36,50,77.8,79.2,70.7,20199862.2,20573976.0,11.0,148.0,148.9,134.6,38438022.8,38683013.2,9844667.1,2885306.5,2860548.7,2885307.0
